blogText,blogTime,blogForwardNum,blogCommentNum,blogLikeNum,comment_1_text,comment_1_likeNum,comment_2_text,comment_2_likeNum,comment_3_text,comment_3_likeNum,comment_4_text,comment_4_likeNum,comment_5_text,comment_5_likeNum,comment_6_text,comment_6_likeNum,comment_7_text,comment_7_likeNum,comment_8_text,comment_8_likeNum,comment_9_text,comment_9_likeNum,comment_10_text,comment_10_likeNum
截至中午时武汉市慈善总会接收捐赠款亿元已公布使用亿元其中非定向亿元定向亿元已使用,2020-02-09 22:49,358,1612,22667,看到这就想骂红十,3955,红十字会为啥还要万,1967,管你个点拨多少个亿用到实处了解决实际问题了账目明确了最后老百姓都健康了那就值得人民群众会拥护你们反之钱拨下去了整天还缺这缺那老百姓就医没有得到及时救助钱账目不清晰那么就会遭到人民群众的唾弃,1955,想骂红十,1325,慈善总会跟红十字会干的活不一样吗我理解不都是捐赠那些事么为什么还要两个部门哪位同志高人指点一下谢谢,495,红十拿走万干啥的,472,治病救人的医院拨款这么少红十这么多红十打算用来做什么谁能告诉我,418,遭全网骂才把钱发下去要是不骂是不是就不发这么多了,314,协和医院给十万红十字会给万,178,李文亮事情中央调查组重视了武汉红十字会是不是也一起重视下最重要不要走过场不管什么结果要还老百姓一个清晰的过程相信中央,188
新型冠状病毒肺炎疫情蔓延全国牵动着全国人民的心会员制电商平台海豚家推出武汉用户份订单费用全部返还政策助力打赢这场没有硝烟的战役给予疫区人群最大的信心和支持,2020-02-09 21:45,7465,2722,9338,干的漂亮加油,10,相信我们祖国的力量,7,加油,5,说得特别好支持,3,人人都献出一份爱棒棒的,2,,2,暖,2,,,,,,
西安岁李爷爷和岁黄奶奶因疑似感染新冠肺炎在医院治疗黄奶奶病情加重需转院她对老伴说我不想走我想陪着你黄奶奶离开后李爷爷出现呼吸衰竭医生抢救中鼓励他情况好点就可以和黄奶奶视频通话了转危为安后李爷爷录下声音发给黄奶奶加油看病看好回家祝早日康复,2020-02-09 20:45,124,135,1325,加油看病看好回家祝早日康复,154,老爷爷老奶奶都要加油啊看病看好回家一起回家,59,,18,明明可以安享晚年却因为贪吃野味的人受苦受难,19,,2,祝老人早日康复,7,爷爷奶奶平平安安疫情赶紧过去大家都会好起来的回家,6,老爷爷老奶奶一定要健健康康回家呀,3,加油一定会好起来的,3,一定给我好起来,3
今天湖南省疫情联防联控机制防控组发布重要提示以下列车车次和航班发现有新型冠状病毒感染肺炎确诊患者请同乘人员注意需采取如下防护措施请您立即与当地社区或医疗卫生机构联系接受其安排的健康监测管理请您返家后暂不要外出居家封闭隔离观察避免与家人近距离交流如有发热症状请立即就近到指定发热门诊就治请您前往就诊过程中要全程佩戴口罩尽量不要乘坐公共交通工具湖南省疾控中心联系电话,2020-02-09 21:30,733,396,2057,我突然特别担心返工潮明天就很多都上班了,175,宁可裤子坐破决不出门惹祸,115,急功近利别尼玛再次蔓延了发展经济急在这一时吗都特么猪脑子,71,想到一个成语功亏一篑,54,对自己负责就是对社会负责,27,说句二流报纸没生气吧,27,从武汉回家的人别乱跑了,20,湖南很多乡镇真的很让人忧心感觉政府应该采取严厉的管控措施才行不然他们真的是照样逛街照样聚餐照样聚众打牌我看着真的是很痛心,17,年春节后计划初一一动不动初二按兵不动初三纹丝不动初四岿然不动初五依然不动初六原地不动初七继续不动元宵后还不能动究竟几时能动钟南山院士说动才动,8,湖南很多乡镇真的很让人忧心感觉政府应该采取严厉的管控措施才行不然他们真的是照样逛街照样聚餐照样聚众打牌我看着真的是很痛心看看今天湖南的新闻双峰县发生一起个家庭聚餐引发的悲剧密切接触者差不多个今天已经确诊个政府宣传不到位吗或者不是新闻天天报,10
近日武汉儿童医院内科综合病区两名身穿防护服头戴护目镜的医护人员默契配合为一名新型冠状病毒肺炎患儿喂食辅食患儿名叫乐乐仅个月大他妈妈是一名医务工作者因救治他人不幸感染新型冠状病毒,2020-02-09 07:26,741,1276,19019,事实证明现在没有外部敌人能打倒我们脱缰的官僚主义才是我们的最大敌人,1952,加油愿平安,869,好心疼早日康复加油宝宝,774,小孩子是最可怜了医护人员辛苦了,523,孩子你的母亲此刻不能在你身边但请你知道她是英雄,380,医者父母心还是好人多致敬,207,终于明白为啥国内当官的家属有钱人明星们都要整个绿卡了中国有事情发生他们可以跑出去避难国外出事了他们可以跑回来避难两头跑真奇妙,167,有这么多白衣天使妈妈孩子真幸福早日康复,100,月日新疆第三批支援湖北医疗队名队员从乌鲁木齐飞赴武汉此次队员全来自自治区人民医院除后勤保障外有护士人医生人涵盖呼吸重症医学感染院内感染等个专业我们新疆算上兵团已经去个队伍总计人了我们医疗不发达但是也在努力出力新疆这些年真的挺难的,113,最受不了看到小宝宝生病了医护人员的付出也让我感动不已谢谢你们的辛苦付出,64
武汉大学中南医院重症监护室主任彭志勇目前主要依赖核酸检测阳性的结果来判断病例但有一个问题取样是取鼻咽部上呼吸道里阳性预估值是比较低的目前报道只有的病人可能是阳性怎么避免假阴性影像学结果非常重要可提供新冠肺炎的表象可减少漏诊率,2020-02-09 21:58,508,742,5618,就是两者相结合吧而且也要注意核酸是序列不是病毒有核酸不等于就带病毒,323,当时我建议取代核酸检测被喷死,238,感觉彭主任太劳累了眼睛已经很肿了在一线也要照顾好自己我们一起加油我们乖乖在家不给国家添乱,185,救救广西吧河池都安医护人员都是用塑料袋啊好心酸给他们支援点医疗用品吧顶我上去谢谢,148,下呼吸道疾病咽喉确实不准,118,临床症状再结合核酸检验有特征的影像学改变就要引起重视了,64,大家少出门不聚会勤洗手,61,影像学结果非常重要可提供新冠肺炎的表象可减少漏诊率,53,湖北省副省长就是原来天津市那个市长还有真的是历史的罪人我们国家这次疫情损失惨重多少人没了家人没了工作年了碰上这种问题他们首先是瞒报专职人员不会处理专职的工作这是严重的不作为必须严惩否则丧失民心给其他干部造成不作为也不会严惩的感觉后果无比严重,33,对自己负责就是对社会负责少出门多洗手,21
西安岁李爷爷和岁黄奶奶因疑似感染新冠肺炎在医院治疗黄奶奶病情加重需转院她地对老伴说我不想走我想陪着你黄奶奶离开后李爷爷出现呼吸衰竭医生抢救中鼓励他情况好点就可以和黄奶奶视频通话了转危为安后李爷爷录下声音发给黄奶奶祝早日康复,2020-02-09 19:13,1704,1918,23341,相濡以沫的爱情令人羡慕一定会好的,2985,这才是爱情最好的模样,1252,会一起回家的,871,我从不羡慕年轻的情侣我只羡慕能搀扶到老的夫妻,702,加油,564,祝爷爷奶奶早日康复,265,加油愿老爷爷老奶奶早日康复一起回家,147,疫情面前的人性脆弱得真实疫情面前的爱情美丽得虚假,74,冲在最前面的永远是医护人员你永远不知道口罩后面藏着多少恐惧与疲惫但是他们是救死扶伤的医生为了对得起他们的称号他们必须假装云淡风轻的冲在最前面因为他的患者他的国家需要他们我希望不要寒了医护人员的心家人等你们凯旋最后也向守在政府机关单位和每个社区和村口的等平民英雄致敬,58,加油我们回家,44
有研究提出穿山甲可能是新冠病毒的中间宿主中国工程院院士省新冠肺炎疫情防控科研攻关组专家华中农业大学教授陈焕春表示新冠病毒可能存在多个中间宿主当今要尽量少养野生动物更不能吃野生动物,2020-02-09 21:22,699,1277,9440,别尽量了禁止吧,1855,英雄不问出处作死不挑坟墓,888,然后明天就说无证据证明新冠病毒存在多个中间宿主,445,防疫相关问题有关部门要给公众一个权威说法例如有专家说新冠肺炎传播途径包括气溶胶传播又有专家说新冠病毒气溶胶传播尚待明确到底是传播还是不传播今天一个说法明天又一个说法公众无所适从,230,最大的宿主是谎言,298,所以不要吃野味今天十六了我还是得骂,205,宁可裤子坐破决不出门惹祸,178,佟湘玉吃野味容易得病,67,带毒也许是野生动物最后的抵抗管住嘴放过他们也放过自己吧,44,动物说反正我不会说话看着办吧,44
目前主要传播途径是什么抗病毒药物瑞德西韦现阶段的临床试验情况如何在达到什么标准之后可以用于患者治疗今晚的发布会将重点介绍新冠肺炎疫情防控科研攻关有关情况,2020-02-09 21:00,10,50,1821,加油,0,求大神试试仙人掌是否有效果,0,,0,加快科研攻关,0,,,,,,,,,,,,
时湖北省召开疫情防控工作新闻发布会介绍新冠肺炎疫情防控科研攻关工作的进展情况截至时湖北省累计报告例死亡例,2020-02-09 21:00,21,26,1112,,,,,,,,,,,,,,,,,,,,
据的内蒙古新闻联播报道通辽市科左后旗朝鲁吐镇居民满某在快手上发表名为经典话题不听的后悔一辈子的短视频他在视频中编造说现在的新型冠状病毒引起的肺炎是美国向中国使用病毒基因武器造成的该视频在快手的播放量达到近一万四千次经依法调查满某对自己发布虚假信息的违法行为供认不讳科左后旗公安局给予该男子行政拘留十日并处罚款五百元的行政处罚图片苏继成律师接受采访时强调在疫情防控期间任何组织和个人不得制造和故意传播谣言否则将可能处以十日以下拘留构成犯罪的将最高判处七年以下的有期徒刑人民日报客户端,2020-02-09 20:58,365,583,2480,这种言也只有在快上传的起来,398,我爸也这样说的,398,真正聪明的人是不会说出来的一看就是个浮伶俐,223,我要给我爷爷看,113,别急着抓人,122,这有什么好造的病毒是全世界的灾难谁会搬起石头砸自己的脚,118,在举国防疫这么关键的时刻确实不应该传播谣言如果你要说一定要是真实事件恩可以理解,41,原来不是啊,26,不知道这些玩意儿哪来的市场,15,一场疫情炸出多少妖魔鬼怪魑魅魍魉啊,17
近日新冠肺炎疫情唤醒大家的防范意识在一时买不到足够口罩的情况下大家开始各显神通深圳宝安国际机场就出现一位旅客身穿太空服登机吸引了周围旅客好奇的目光原来所谓的太空服是卡通充气服你还见过什么样的硬核防护造型呢,2020-02-09 19:33,425,827,10991,深圳机场的天花板真的要我命,1869,对不起我们是航空不航天您请回,1122,穿得这么膨胀上飞机这样还坐的下吗,428,问题是管用吗,190,防护的很周全啊,107,保命要紧,83,好可爱萌萌哒我也想穿,77,后面备着的是氧气吧,51,安检过的去,28,哈哈看着蛮可爱,33
研究表明这次新冠肺炎引起的疫情很可能来源于野生动物全国人大常委会也在对野生动物保护方面的法律制度进行全面检讨反思要号召全社会形成一个对野生动物非法交易零容忍对滥食野生动物的行为坚决说不的氛围,2020-02-10 22:01,6328,5636,57101,捕杀贩卖一律死刑,5040,江苏物资怎么说,2756,江苏医疗队物资被扣是怎么回事,2110,建议猫狗也包括在内,1498,吃野味的卖野味的都,980,江苏物资问题拜托核实下别让医护人员心寒,926,我想知道江苏队的物资哪去了,541,吃野味卖野味的赶紧死绝,471,我苏的物资,255,听说江苏带去的物资被扣了湖北政府是人吗我们去支援的物资也要扣去支援的医护人员用什么就这么让人心寒的,248
习近平来到北京地坛医院在门诊楼一层运行监控中心习近平视频连线了正在病房值班的医务人员号召全国的医务工作者要信心百倍地打好这场阻击战总体战打好这一场人民战争我们一定要树立信心一定会胜利的,2020-02-10 20:52,1088,1227,12287,大大辛苦了,637,主席辛苦了中国加油,462,相信我们的祖国相信我们的医护人员我们一定会成功的会熬过去的,284,主席亲临现场为大家呐喊鼓劲儿太感动了加油,271,加油加油我们一定赢,130,没有中国过不去的坎所有医护人员都辛苦了,132,武汉加油都会变好的,81,大大辛苦了一线医护人员辛苦了我们一定会取得胜利,56,中国加油,57,希望疫情早日结束主席太辛苦了,53
自中国疫情爆发日本的大街小巷随处可见声援中国抗击新冠肺炎疫情的大屏幕标语和募捐最令人印象深刻的就是山川异域风月同天岂曰无衣与子同裳两句诗近日日本柏市少男少女合唱团队员手持武汉加油字牌吟唱由日本作曲家钢琴家上野凉香谱曲的与子同裳歌为武汉加油,2020-02-10 22:22,538,758,8555,能不能别天天宣传日本了好的是该感谢但是太过了就跟舔一样了日本现在民众主流依然是反华别的国家捐的也不少也该宣传一下了,483,能不能别整天宣传小日本子了,259,真的谢谢日本,240,日本热搜真多啊美国驻华大使馆自己夸自己俄罗斯太低调了,144,面对疫情世界同心加油呀,74,这个是不是太过了我觉得天天上热搜天天发新闻我很怀疑是不是收钱不是说不让捐但是我看着都烦了,52,有一说一这次真的感谢日本不过好像微博一直在感谢日本啊留点地方感谢别的国家啊别人出手也很阔绰的不能让人家寒了心啊,62,山川异域风月同天太感动了,31,其他国家也援助了换一换吧,15,远亲不如近邻,14
界面新闻证实华中科技大学附属同济医院器官移植科林正斌教授因新冠肺炎抢救无效不幸逝世林正斌今年岁左右于点去世华中科技大学同济医学院附属同济医院宣传部部长接受采访时称林正斌是该院退休教授身体状况一直不太好没有医疗任务公开资料显示林正斌是武汉同济医院器官移植副主任医师毕业于同济医学院从事器官移植专业余年现任武汉市器官移植分会副主任委员曾赴日本金泽医科大学留学武汉同济医院教授林正斌感染新冠肺炎去世,2020-02-10 22:41,16627,24018,121845,国家培养一位人才多不容易特别是医学人才不仅有理论还要有实践经验才岁太可惜了教授一路走好,16809,林医生走好这一世谢谢您,7505,武汉政府感觉在拖医护的后腿气鼓鼓又气又心疼医护人员好好的啊,4603,一路走好,1605,惋惜又带走一位精英您一路走好,1371,一个专家啊才六十岁转发送别,553,天呐一路走好,324,能不能建个话题新型冠状病毒死亡名单,214,一路走好谢谢您这辈子为许多人带来过希望,136,今年六十岁左右,119
湖北省召开新冠肺炎疫情防控新闻发布会对于疑似患者是不是已检测完毕湖北省委副书记武汉市委书记马国强介绍虽然尽了最大的努力来加快检测效率但是到目前为止还没有完全做到疑似患者检测我们的目标是到明天完成所有疑似患者检测的清零,2020-02-10 21:15,3668,19079,316529,江苏医疗队物资被扣是真的吗如果是假的可以来个辟谣让大家都安心一下吗,23305,书记你说这话你自己信吗,22599,听腻了都,19666,号如果不能清零你马书记应该下台,17490,大跃进,16108,百步亭社区情况怎样能通报下吗,12956,天天大跃进式喊口号,9169,强行清零要是医疗部门有这条件他们会压着不做吗这样只是加重了医疗系统的压力违背监测的准确性,6343,武汉湖北政府的人说的话我一句都不信,4126,我看看微博上那么多求助的再看看这句话我感觉武汉政府好像住在另一个星球上,2270
今晚湖北省政府新闻办公室召开第场新型冠状病毒感染的肺炎疫情防控工作新闻发布会介绍武汉市新型冠状病毒肺炎疫情防控工作情况看直播关注,2020-02-10 21:00,1272,4158,99794,江苏医疗队物资被扣是怎么回事,4720,把江苏的物资和行李还回去要么就让人家回家算了,2733,江苏物资被扣了咋回事,1765,慈溪的医疗物资还了吗,1280,把江苏的物资还给人家,1127,江苏物资麻烦解释下,837,江苏医疗队物资被抢怎么说,746,江苏对口支援黄石的物资据说被武汉一家医院扣留了如果是真的说明武汉现在已经很乱了急了,693,把江浙沪物资还回来,665,请武汉政府归还江苏医疗队物资忘恩负义者必遭天打雷劈,541
习近平来到北京地坛医院在门诊楼一层运行监控中心习近平视频连线了正在病房值班的医务人员号召全国的医务工作者要信心百倍地打好这场阻击战总体战打好这一场人民战争我们一定要树立信心一定会胜利的,2020-02-10 21:06,133,66,1370,,,,,,,,,,,,,,,,,,,,
湖北省召开新冠肺炎疫情防控新闻发布会武汉市金银潭医院党委副书记院长张定宇介绍新冠肺炎实际是一种自限性疾病目前在我们医院的治愈率还是很高的目前我们医院收治的新冠肺炎的患者累计超过了余例绝大部分患者包括重症及危重症患者经过各种氧疗对症治疗和免疫调节治疗以后均可以顺利出院市民不必过分恐慌,2020-02-10 21:46,1041,3905,36409,嘴下留德这是最前线收治最多的渐冻症院长,6799,只是叫大家不要恐慌而不是不要敬畏该防护防护该锻炼锻炼提高免疫力就这意思不是叫你们可以出门了不要曲解不要曲解不要曲解,1824,自限性是什么,1467,怕的不是治不好而是根本没有机会被收治,1154,自限性疾病指疾病不会造成明显的临床症状或者虽然造成一些症状但是持续的时间不长在疾病的症状消失之后并不会对身体造成永久的或者过大的伤害一般见于病毒或者细菌感染比如普通感冒普通感冒即使不经过任何治疗仅仅是注意休息相关的症状也会在一个星期左右消失这就叫自限性疾病,857,唉李医生还是走了,726,正能量与爱的传播速度远远快过病毒蔓延的速度战疫洗礼过后中国人民更团结了祖国应对各种天灾人祸的能力也更强大了医护人员照顾好自己家人在等你们凯旋我们要相信国家相信政府,391,要不你就眨眨眼,249,院长自己要多保重身体,229,有专家说死的人多不全是这个病毒的原因身体本身有其他疾病的即使得了流感或者普通肺炎严重也会致命的,197
目前武汉市新冠肺炎疫情防控工作情况怎样今晚点湖北召开新闻发布会省委副书记武汉市委书记马国强武汉市卫生健康委员会党委书记主任张红星武汉市金银潭医院党委副书记院长张定宇出席正在直播共同关注,2020-02-10 21:00,805,2131,30832,江苏医疗队物资被扣是怎么回事,1053,马书记还在啊,869,别弯腰乌纱帽会掉别流泪网名们会笑,533,江苏物资,334,江苏医护人员的事情管不管不管就让他们回来吧,175,什么奇葩事想到想不到的事情全在湖北上演了佩服,177,某地你们就这么对帮你们的人,119,悄悄大声说一句武汉最需要的给他们援助一个政府,119,百步亭的状况说明一下各省医疗队人员和物资怎么安排的说明一下江苏医疗队网上说的到底是不是确有其事,83,江苏医疗队,77
网上有消息称华中科技大学附属同济医院器官移植科林正斌教授因新冠肺炎抢救无效不幸逝世该院宣传部蔡姓部长向界面新闻证实了上述消息蔡部长称林正斌是同济医院一名退休的教授身体状况一直不太好没有医疗任务据同济医院的一名医生介绍林正斌教授今年岁左右是今天点去世的该医生说自感染新型冠状病毒感染的肺炎林教授的情况一直不太好曾进入了治疗该医生称一名给林正斌教授做的同事跟我说过治疗期间林教授并发了急性暴发性心肌炎但该院宣传部蔡姓部长说目前没有听说林正斌教授暴发性心肌炎的事情暴发性心肌炎主要由病毒感染诱发是一种以心肌组织严重水肿和功能障碍为特征的疾病这种疾病起病隐匿恶化迅速患者很快会出现顽固性休克或致死性心律失常病死率较高且以猝死为主公开资料显示林正斌是武汉同济医院器官移植副主任医师毕业于同济医学院从事器官移植专业余年现任武汉市器官移植分会副主任委员曾赴日本金泽医科大学留学林正斌在肾移植术及术后治疗慢性移植肾肾病的治疗肾移植术后的各种并发症的处理具有丰富的临床经验获得主要荣誉有其主持的国产环孢素赛斯平的实验及临床研究获湖北省卫生厅科技进步一等奖腹部多器官联合移植及外科技术的研究获湖北省政府科技进步二等奖林正斌获武汉市科技进步二等奖,2020-02-10 22:15,949,1680,7237,那些害人精啊害死多少人啊,761,可以看一下武汉的真实情况吗我奶奶岁高龄了号确诊但核酸阴性医生都说了肯定是假阴性到今天任然在家观察病情严重呼吸困难无法下床说我们自己没联系到床位不接社区不管街道指挥部不管儿子已经确诊去了方仓但岁高龄的老人隔离点不收方仓不收只能在家等了,521,辛苦您了走好,221,又一个国宝级专家没了哎,199,学校去世了三位了两位是教授两位是医生,115,求求你们死一万遍我真是说倦了这个话害死了好多人看他们说他们的故事我都想哭好多人明明还只是个孩子却不得不一夜长大多少医护人员奔赴一线多少工人连夜修建隔离医院我真是佛了真的害死人了,111,这场疫情让国人失去了太多优秀的人才这些无形的财富才是无价之宝痛惜安息,85,血的教训代价太大,61,卖野味的吃野味的武汉逃跑的那些人你们一辈子都会噩梦的,46,林老您走好,30
为全力打好新冠肺炎疫情防控阻击战目前湖北境内始发终到列车和中国铁路武汉局集团公司值乘的列车已全部停运或调整中国铁路武汉局集团公司配属的余组动车组除少量用作检测和热备以外其余全部停放在武汉动车段存车线上,2020-02-10 22:16,256,312,661,唉武汉加油,90,蓄势待发,87,,,,,,,,,,,,,,,,
金银潭医院院长张定宇新冠肺炎实际是一种自限性疾病目前在我们医院的治愈率还是很高的金银潭医院收治的新冠肺炎的患者累计超过余例绝大部分患者经治疗均可顺利出院市民不必过分恐慌,2020-02-10 22:23,721,1957,10833,江苏医疗队物资被扣是怎么回事如果是假的就辟谣吧,751,坐标武汉我和身边的朋友都没被排查,366,江苏医疗队物资被截胡,83,新型冠状病毒疫情会如何结束传染病学家预测了三种可能一是通过公共卫生干预控制住了病毒的传播二是在感染了全部或大多数易感人群之后病毒自行消失三是新型冠状病毒成为又一种常见病毒果壳网,65,人家说可治愈你们非说自愈人家说很多人得病也能治好你们又来问后遗症那你们去问问非典后遗症的人哪个当初不愿意活下来真的别刚了烦死了,52,江苏物资快点还啊,52,还我们医疗物资,49,江苏和百步亭求求了关注一下都是人命啊,35,江苏医疗队的物资呢,34,还我们江苏医疗队物资,32
新冠肺炎重疫区武汉江汉区北湖街道德望社区一男子被确诊为轻症患者即将被转运至方舱医院隔离诊治他父亲站在身边不远处没有拥抱没有告别只能保持距离目送他离开男子登上转运车辆远去原本平静的父亲突然骑车追上来一路护送父子隔窗互望默默无语武汉应收尽收攻坚战到了总攻时刻送你离开是为迎你回来,2020-02-10 22:40,267,397,1180,大晚上看哭了,138,会好起来的加油,84,背影,67,加油,21,愿平安归来一家和美,43,,,,,,,,,,
球队出声声明了就一人感染了不过还是别去人多的地方了大家自我保护要做好其二球队已经声明了大家就不要乱写文案传播一些不正当的言论疫情面前我们要做到不恐慌不添乱讲实话服从安排,2020-02-10 21:53,339,326,7066,晚上好,0,做好排查工作,0,服从安排注意防范措施,0,好可怕不要出门了,1,服从安排,1,感谢分享,1,聚集还是有风险的,0,不要出门,0,做好防护措施不造谣,0,加油,0
今晚今日关注主持人鲁健对话中国工程院院士原北京市医疗救治指挥中心总指挥韩德民并与武汉协和医院急诊科主任张劲农进行现场连线作为首批被感染新冠肺炎的医护人员之一目前已治愈出院的他在疫情防控方面会带来哪些建议新媒体正在直播,2020-02-10 21:33,577,130,16356,一线的人说话就是直接公知轮子港独们赶紧想想怎么抹黑张劲农主任,294,张主任太帅了美国人不知道这个药国内哈美那帮人也不知道,129,阿比朵尔,105,转发微博,4,处方药吧陀罗斯的玫瑰花武汉协和医院急诊科主任张劲农在今日关注节目把治愈过程披露了用的药是前苏联时期一个老药阿比朵尔治愈了全部感染病毒的十五名医生他还毫不客气的说美国人不知道这个药国内哈美那帮人也不知道阿比朵尔也是李兰娟推荐的两种药之一,19,阿尔多比啊牛,19,分开始美国不知道这个药亲美的不知道这个药,9,这就是一心搞研究的耿直自信的人才能有这种近乎自负的言语张医生真棒,13,阿比朵尔,2,这个药只有中国和俄罗斯有所以美国不知道也不可能被美国的注册所以那帮亲美的人不懂,11
中科院心理研究所副所长陈雪峰稳定情绪不过度恐慌和焦虑仔细观察自身症状与新冠肺炎症状是否符合身体不适正常就诊在医生指导下用药控制行为转移注意力若有疑病状态建议认真对待去心理科精神科进行诊治主动寻求心理援助,2020-02-10 16:01,14477,36224,415574,我爸咳一下他是不是感染了我妈打个喷嚏她是不是感染了我喉咙干我是不是感染了我爸畏寒他是不是感染了我妈流鼻涕她是不是感染了熬夜白天困我是不是感染了一看新闻我们全家是不是都感染了,64928,没病也觉得自己有病了,31374,天天看新闻觉得自己有症状就害怕,23115,越看症状越觉得自己每条都对得上啊关键从来没去过武汉也没接触过湖北人一直在家没理由被感染上唉这个病啥时候是个头,18664,以前老说别人有病现在经常觉得自己有病,13323,心理压力真的好大随时怕自己被感染,9424,再下去真是要去精神科了,7101,已经神经衰弱了,5176,我觉得等疫情结束的时候全国精神病院人满了,3422,控制不住心里的害怕咋办,2728
健康心态是预防新型冠状病毒肺炎的心理口罩在这场疫情防控战里特别需要大家尽快调节自己的心理状态把孤独和无助等负面情绪降下来那如何缓解这些心理压力呢点开视频听听怎么说吧李现超话,2020-02-10 14:20,648152,8933,40451,和李现李现一起加油,1652,和李现一起科学防疫李现,1457,科学防疫有你有我听李现李现的,1261,和李现一起做好防疫加油,1100,一起加油,884,听李现李现的话,759,李现正能量偶像科学防疫有你有我和李现李现一起加油科学防疫一定能赢,624,放平心态积极对待,506,和李现一起科学防疫共渡难关加油,469,,402
新加坡总理李显龙讲话称若新加坡新冠肺炎疫情难控制且能证明其致死率与流感的致死率相似新加坡或考虑改变措施或会建议轻症感染者寻求家庭医生帮助并在家休养把医疗资源留给抵抗力弱的老人等群体,2020-02-10 00:04,406,1350,10302,怎么感觉是讲给湖北武汉领导听的一样,787,还好中国政府把人民群众的生命安全放在第一位经济效益这些在生命面前统统让道,726,不提早控制传染大范围传播后很可能处处都是武汉医疗资源处处都不够用,557,新加坡和日本明显不想扩大化小而且国际化泰国也做为一个大流感对待刚开始紧张了一下后来也淡化点了,186,人家当感冒处理还是我们国家好啊爱了爱了,146,我有预感新加坡会很恐怖,129,但是这玩意儿治起来难度和流感不是一个级别啊,118,这个病传染性不低又没有特效药但凡是沾上了肺炎的病能有多轻大面积传播开了拖垮一个又一个的家庭最后受损的还不是国家经济,105,中国举国之力加上全国顶级专家千军万马来相见才控制到这个死亡率李总理就拿来当成这个病的常态死亡率我觉得是完全不把新加坡百姓的生命当回事只是精确的计算了按照中国的方法治疗恐怕政府要亏老鼻子的钱最后放弃治疗了吧,110,诚挚邀请李总理来武汉走一走,83
晚湖北省政府新闻办公室召开疫情防控发布会湖北省人大常委会副主任黄冈市委书记刘雪荣介绍扎实开展全面排查实施四个一批发热人员排查其中村社区排查万人次公共场所排查万人次卡口排查万人次企事业单位排查万人次排查发现发热病人人,2020-02-11 21:20,4647,16040,359433,我说句实话黄冈相对于真的比较好一点最起码勇敢说昨儿某人说收治人排查了我觉得排查出病人多不要紧尽可能去帮助治疗疫情来了尽力去做哪怕没有那么完美我觉得一个普通的人都能理解我们不理解的是不作为说谎话推卸责任,19468,湖北真的严重,14636,某省长我们绝不让黄冈成为第二个武汉目前我们湖北省的口罩产能是每月亿哦错了是亿哦口误了是万,13860,黄冈这个数据感觉比较真实了感谢排查人员辛苦了可以推测出来武汉大概是什么状况了,9978,一边严查死守一边要求复工一边没有口罩一边要求口罩想请问小微企业是球吗员工所在地不让回公司所在地不让进老板自己都买不到口罩去哪里发给员工这不是苹果发布会自唱自说请说之前结合点小微企业的实际情况,3901,主动真实数据给我们我们不会因为报多了一点而责怪要是磨磨叽叽临时到头被逼着公开数据为了维稳还少报秋后算账少不了,3591,黄冈真的做的很不错没有听说家里断粮没有听说住不了院但是我们的医疗条件落后所以治疗手段有限黄冈加油,1617,黄冈的领导班子比武汉的强,1275,黄冈怎么这么多人,649,武汉排查出多太假了吧,779
武汉市洪山体育馆武昌方舱医院首批新冠肺炎轻症患者经过治疗顺利出院据了解首批共个患者出院年龄最小岁最大岁治愈者们激动喊话对医护表达了感谢医生称还有名治愈者不愿出院,2020-02-11 22:13,1033,1342,19589,不愿意出来病愈后有抗体可以考虑当志愿者,3596,哈哈哈哈哈哈不愿离开可以留下来当志愿者呀,1949,其实他们有抗体了接下来一段时间不易再得最适合做志愿者了,1596,管吃管住有人唠嗑回家还被隔离在家,1141,因为医护人员都太好了吧哈哈哈哈哈但小心点别再次感染了,412,为别人挪床位啊,318,你们个还是赶紧出院回家吧,200,不愿出来的是因为在医院吃和住都不用自己花钱国家养着出院后吃饭要自己花钱,144,出来吧别自私的占用床位,110,是在医院里和医生病友们有感情了吧,73
湖北省人民政府召开第场新闻发布会会上对于黄冈市的疫情防控工作黄冈市委书记刘雪荣介绍通过紧急征用改造的发热门诊由最初的个扩增到个定点医院从个扩增到个全市确定家机构开展检测日检测能力份以上累计检测份前期存量到全部检测完毕,2020-02-11 21:13,1301,6783,135076,看山东湖南这效率,11467,黄冈好样的中央也是好样的关键时刻要相信国家我作为黄冈人感谢山东湖南的父老乡亲无以为报黄冈密卷一人一份外加艾草一包,8244,山东湖南厉害,4770,湖南治愈率高现在联合山东效率特别赞,4126,实话说我们黄冈是真的做的可以在得知会人传人后很快封城限行并且我们这里工厂自己生产一次性口罩以六毛钱的价格卖给我们老百姓每个小区也是专门一个采购员买菜每个出去的人必须填写身份证信息手机电话还会打通电话确定是真的才行,2563,山东湖南好样的,2216,难得看到脱稿的市委书记黄冈不错啦,1373,黄冈厉害,1204,黄冈真的做的很不错没有听说家里断粮没有听说住不了院但是我们的医疗条件落后所以治疗手段有限黄冈加油黄冈不会成为第二个武汉我们的志愿者和武警战士靠自己的双手率先整理出了大别山医院收治病人老区精神不倒感谢山东湖南的帮助,1164,黄冈无以为报回赠整套黄冈密卷给湖南及山东谢谢啦,1079
